Book Name,Rating,Customers_Rated,Price,Reading age,Grade level,Lexile measure,Print length,Language,Dimensions,Publisher,ISBN13,frontimg,subimage1,subimage2,subimage3
Warten Bis Der Frieden Kommt.,4.6,227,,,,,,German,4.84 x 0.94 x 7.09 inches,Ravensburger Buchverlag Otto Maier GmbH,9783473580040,https://m.media-amazon.com/images/I/51cOKVHIyEL._AC_US218_..jpg,,,
Mog And The Granny,4.8,196,,,Kindergarten - 2,,32,English,8.75 x 0.25 x 11 inches,HarperCollins UK,,https://m.media-amazon.com/images/I/81htV+KqLpL._AC_US218_..jpg,,,
Mog In The Dark,4.5,188,,,Kindergarten - 2,240L,48,English,8.5 x 0.2 x 11 inches,HarperCollinsChildren’sBooks,9780007171330,https://m.media-amazon.com/images/I/81O15vL8PwL._AC_US218_..jpg,,,
"Mog On Fox Night: The Illustrated Adventures Of The Nation’S Favourite Cat, From The Author Of The Tiger Who Came To Tea",4.8,167,,,Kindergarten - 2,500L,32,English,0.08 x 8.66 x 11.02 inches,HarperCollinsChildren’sBooks,9780007171361,https://m.media-amazon.com/images/I/81y6ZALgsfL._AC_US218_..jpg,,,
Out Of The Hitler Time,4.7,161,,,,,800,English,5.08 x 1.89 x 7.8 inches,Harpercollins Childs,9780007137602,https://m.media-amazon.com/images/I/61aJ4FEQblL._AC_US218_..jpg,,,
Katinkas Tail,4.7,137,,,,,,English,11.02 x 0.12 x 8.66 inches,HarperCollinsChildren’sBooks,9780008255336,https://m.media-amazon.com/images/I/81WrwVp+1iL._AC_US218_..jpg,,,
Mog'S Bad Thing,5,1,,,,,,,,,,https://m.media-amazon.com/images/I/81rNEkVL66L._AC_US218_..jpg,,,
When Hitler Stole Pink Rabbit (Essential Modern Classics),4.6,"2,033",,,04-Jul,940,,English,5 x 0.9 x 7.6 inches,HarperCollins Children's Books,9780007274772,https://m.media-amazon.com/images/I/71AmTknPA7L._AC_US218_..jpg,,,
Room On The Broom,4.9,"33,608",,,,,,English,7.52 x 0.67 x 6.81 inches,,9781509830435,https://m.media-amazon.com/images/I/91rbZGf6paL._AC_US218_..jpg,,,
The Gruffalo,4.9,"27,200",,,,,,English,6.18 x 0.67 x 7.56 inches,Macmillan Children's Books,9781509830398,https://m.media-amazon.com/images/I/81wung63OFL._AC_US218_..jpg,,,
The Snail & The Whale,4.8,"12,295",,,,,,English,7.52 x 0.79 x 6.81 inches,PAN MACMILLAN U.K,9781509830442,https://m.media-amazon.com/images/I/81zAb89Bf6L._AC_US218_..jpg,,,
The Gruffalos Child,4.9,"10,564",,,,,,English,6.06 x 0.79 x 7.56 inches,PAN MACMILLAN U.K,9781509830404,https://m.media-amazon.com/images/I/91r0oF1pftL._AC_US218_..jpg,,,
The Smeds And The Smoos Bb - The Out-Of-This World Bestseller By The CreatoOf Stick Man,4.8,"10,492",,,,,,English,7.52 x 0.87 x 6.5 inches,Alison Green Books,9780702303975,https://m.media-amazon.com/images/I/91pDRhyo2IL._AC_US218_..jpg,,,
Zog Gift Edition Board Book,4.8,"9,044",,,,,32,English,7.56 x 0.87 x 6.42 inches,Alison Green Books,9781407164939,https://m.media-amazon.com/images/I/91NA0mMXnwL._AC_US218_..jpg,,,
Monkey Puzzle [Board Book],4.8,"8,723",,,,,,English,7.56 x 6.06 x 0.87 inches,PAN MACMILLAN U.K,9781509830411,https://m.media-amazon.com/images/I/91YQb0NeHZL._AC_US218_..jpg,,,
Zog And The Flying DoctoGift Edition,4.8,"8,383",,,,,,English,7.56 x 0.83 x 6.61 inches,Alison Green Books,9781407188669,https://m.media-amazon.com/images/I/71tHWMwQwiL._AC_US218_..jpg,,,
The Highway Rat,4.8,"7,361",,,,,32,English,11.5 x 0.83 x 6.5 inches,Alison Green Books,9781407174341,https://m.media-amazon.com/images/I/81ZhSEuwgjL._AC_US218_..jpg,,,
"Superworm [Board Book] [Jan 01, 2012] Na",4.8,"7,308",,,,,32,English,7.6 x 0.83 x 6.42 inches,Alison Green Books,9781407168197,https://m.media-amazon.com/images/I/71StwPr8PjL._AC_US218_..jpg,,,
Foxs Socks,4.8,"6,102",,,,,,English,8.19 x 0.83 x 6.69 inches,Macmillan Children's Books,9781529023473,https://m.media-amazon.com/images/I/611ymGvpaJL._AC_US218_..jpg,,,
Rabbits Nap,4.8,"6,049",,,,,,English,6.65 x 0.87 x 8.19 inches,Macmillan Children's Books,9781529023527,https://m.media-amazon.com/images/I/71H8f0rGy6L._AC_US218_..jpg,,,
"Tiddler Gift-Ed [Board Book] Donaldson, Julia",4.8,"5,846",,,,,32,English,7.6 x 6.57 x 0.75 inches,Alison Green Books,9781407170671,https://m.media-amazon.com/images/I/A1vK3SGtZKL._AC_US218_..jpg,,,
The Smartest Giant In Town,4.8,"5,766",,,,,,English,6.06 x 0.79 x 7.56 inches,Pan Macmillan UK,9781509830374,https://m.media-amazon.com/images/I/A1Yjq56MsEL._AC_US218_..jpg,,,
A Squash & A Squeeze,4.7,"5,617",,,,,,English,6.06 x 0.67 x 7.56 inches,Pan Macmillan UK,9781509830381,https://m.media-amazon.com/images/I/A1EZjbWqHCL._AC_US218_..jpg,,,
The Ugly Five (Gift Edition Bb),4.7,"5,515",,,,,32,English,6.46 x 0.83 x 7.56 inches,Alison Green Books,9781407189529,https://m.media-amazon.com/images/I/71pYRWP-HlL._AC_US218_..jpg,,,
Detective Dog,4.8,"5,428",,,,,,English,7.64 x 0.79 x 6.85 inches,Pan Macmillan UK,9781509862542,https://m.media-amazon.com/images/I/A1ribFDA-mL._AC_US218_..jpg,,,
Tabby Mctat Gift-Edition [Board Book] Julia Donaldson,4.7,"4,553",,,,,32,English,6.42 x 0.83 x 7.48 inches,Alison Green Books,9781407178707,https://m.media-amazon.com/images/I/415a4QY5GBL._AC_US218_..jpg,,,
The Scarecrows' Wedding,4.8,"4,276",,,,,32,English,7.56 x 0.83 x 6.46 inches,Alison Green Books,9781407170664,https://m.media-amazon.com/images/I/71UZi3WnaKL._AC_US218_..jpg,,,
Charlie Cooks Favourite Book,4.5,"3,749",,,,,,English,6.06 x 0.67 x 7.56 inches,Pan Macmillan UK,9781509830428,https://m.media-amazon.com/images/I/A11s+Gz+byL._AC_US218_..jpg,,,
Sugarlump And The Unicorn,4.8,"3,602",,,,,24,English,7.36 x 0.83 x 7.36 inches,Macmillan Children's Books,9781509892518,https://m.media-amazon.com/images/I/816e8tn5DRL._AC_US218_..jpg,,,
Hide And Seek Pig,4.8,"3,540",,,,,,English,5.5 x 0.92 x 8.5 inches,Macmillan Children's Books,9781529023541,https://m.media-amazon.com/images/I/71mv8-6NhiL._AC_US218_..jpg,,,
"What The Ladybird Heard (What The Ladybird Heard, 1)",4.8,"3,511",,,,,,English,7.36 x 0.79 x 7.4 inches,Macmillan Children's Books,9781529082166,https://m.media-amazon.com/images/I/91GGMYz9fSL._AC_US218_..jpg,,,
The Singing Mermaid,4.8,"3,429",,,,,30,English,7.36 x 0.98 x 7.32 inches,Macmillan Children's Books,9781509894178,https://m.media-amazon.com/images/I/71VRl8gjFrL._AC_US218_..jpg,,,
What The Ladybird Heard On Holiday,4.8,"3,142",,,,,30,English,7.4 x 0.98 x 7.32 inches,Macmillan Children's Books,9781509892495,https://m.media-amazon.com/images/I/81Ocs1qPSeL._AC_US218_..jpg,,,
What The Ladybird Heard At The Seaside,4.8,"3,123",,,,,,English,7.4 x 0.91 x 7.36 inches,Macmillan Children's Books,9781529069266,https://m.media-amazon.com/images/I/81jfK7Pbv-L._AC_US218_..jpg,,,
Postman Bear,4.8,"2,659",,,,,,English,8.15 x 0.87 x 6.65 inches,Macmillan Children's Books,9781529023534,https://m.media-amazon.com/images/I/712gBWfb1fL._AC_US218_..jpg,,,
Sharing A Shell,4.8,"2,650",,,,,24,English,7.36 x 0.83 x 7.36 inches,Macmillan Children's Books,9781509894161,https://m.media-amazon.com/images/I/81mLZWLa6cL._AC_US218_..jpg,,,
The Gruffalo And The Gruffalo'S Child Board Book Gift Slipcase,4.9,"2,629",,,,,,English,5.94 x 1.69 x 7.6 inches,Macmillan Children's Books,9781509894444,https://m.media-amazon.com/images/I/91YHAG1HZdL._AC_US218_..jpg,,,
"Night Monkey, Day Monkey: Julia Donaldson’S Bestselling Rhyming Picture Book – Now A Fabulous Foiled Board Book!",4.7,"2,429",,,Preschool - Kindergarten,,32,English,6.3 x 0.28 x 7.09 inches,Farshore,9780755503674,https://m.media-amazon.com/images/I/81SxwqMt1hL._AC_US218_..jpg,,,
The Hospital Dog,4.8,"2,167",,,,,,English,7.64 x 0.79 x 6.77 inches,Macmillan Children's Books,9781529069259,https://m.media-amazon.com/images/I/91ODoszylbL._AC_US218_..jpg,,,
Cat'S Cookbook: A New Tales From Acorn Wood Story,4.8,"2,125",,,,,,English,8.15 x 0.75 x 6.65 inches,Macmillan Children's Books,9781529034363,https://m.media-amazon.com/images/I/812N6joQBEL._AC_US218_..jpg,,,
Gruffalo Where Are You,4.8,"1,948",,,,,,English,7.36 x 0.87 x 7.36 inches,Macmillan Children's Books,9781529023602,https://m.media-amazon.com/images/I/814nRET4K7L._AC_US218_..jpg,,,
Girl The Bear & The Magic Shoes,4.7,"1,925",,,,,,English,7.4 x 0.94 x 7.36 inches,,9781529027761,https://m.media-amazon.com/images/I/91tks8cVBJL._AC_US218_..jpg,,,
What The Ladybird Heard Next,4.8,"1,883",,,,AD570L,,English,7.09 x 0.71 x 7.09 inches,Pan Macmillan UK,9781509838585,https://m.media-amazon.com/images/I/91cHxq+jjaL._AC_US218_..jpg,,,
The Paper Dolls,4.8,"1,855",,,,,,English,7.28 x 0.71 x 5.83 inches,Macmillan Children's Books,9781509805464,https://m.media-amazon.com/images/I/81DDXxeZVnL._AC_US218_..jpg,,,
The Princess And The Wizard,4.7,"1,511",,,,,,English,7.05 x 0.71 x 7.09 inches,Macmillan Children's Books,9781509817030,https://m.media-amazon.com/images/I/91GwHmGOReL._AC_US218_..jpg,,,
Bastoncino (Italian Edition),4.8,"1,442",,,,,,Italian,6.14 x 0.94 x 7.68 inches,Emme Edizioni,9788867148875,https://m.media-amazon.com/images/I/71Xmk51NB4L._AC_US218_..jpg,,,
The Rhyming Rabbit,4.7,"1,410",,,,,24,English,7.4 x 0.83 x 7.36 inches,Macmillan Children's Books,9781509892501,https://m.media-amazon.com/images/I/71yXO6B0j6L._AC_US218_..jpg,,,
What The Ladybird Heard Flap Book,4.7,"1,290",,,,,,English,7.4 x 0.75 x 7.36 inches,Macmillan Children's Books,9781509815876,https://m.media-amazon.com/images/I/91H71k-rzcL._AC_US218_..jpg,,,
Gruffalo Touch & Feel Book,4.7,"1,205",,,,,,English,7.36 x 1.18 x 7.32 inches,Macmillan Children's Books,9781529031379,https://m.media-amazon.com/images/I/712IWtNklyL._AC_US218_..jpg,,,
Superworm,4.7,"1,120",,,,,30,English,15.35 x 0.83 x 6.38 inches,Scholastic,9781407144733,https://m.media-amazon.com/images/I/81Yhr2-nIcL._AC_US218_..jpg,,,
"Room On The Broom: A Push, Pull And Slide Book",4.6,"1,107",,,,,,English,7.09 x 0.79 x 7.05 inches,Macmillan Children's Books,9781529023862,https://m.media-amazon.com/images/I/81by3ftwssL._AC_US218_..jpg,,,
"The Gruffalo: A Push, Pull And Slide Book",4.6,"1,001",,,,,,English,7.13 x 0.79 x 7.09 inches,Macmillan Children's Books,9781529040715,https://m.media-amazon.com/images/I/81zTXkuNw1L._AC_US218_..jpg,,,
"Mole'S Spectacles (Tales From Acorn Wood, 7)",4.8,912,,,,,,English,8.15 x 0.79 x 6.65 inches,Macmillan Children's Books,9781529034387,https://m.media-amazon.com/images/I/81KByb-WOWL._AC_US218_..jpg,,,
Keeper Of The Lost Cities Legacy,4.8,"5,345",360,,,,,English,5.12 x 1.89 x 7.8 inches,SIMON & SCHUSTER,9781471189517,https://m.media-amazon.com/images/I/51+1lE5OFQL._SY200_.jpg,,,
Keeper Of The Lost Cities Nightfall,4.8,"4,936",362,,,,,English,5.12 x 1.93 x 7.8 inches,Simon & Schuster Childrens Books,9781471189470,https://m.media-amazon.com/images/I/51ciew6x0RL._SY200_.jpg,,,
Keeper Of The Lost Cities Flashback,4.8,"4,526",362,,,,,English,5.12 x 2.04 x 7.8 inches,Simon & Schuster Childrens Books,9781471189494,https://m.media-amazon.com/images/I/51Qee8foc+L._SY200_.jpg,,,
Keeper Of The Lost Cities,4.8,"4,103",336,,,,368,English,5.12 x 1.18 x 7.8 inches,Simon & Schuster Children's UK,9781471189371,https://m.media-amazon.com/images/I/51LZCYeTw+L._SY200_.jpg,,,
Exile (Keeper Of The Lost Cities),4.8,"3,733",331.91,,,,368,English,5.12 x 1.38 x 7.8 inches,Simon & Schuster Children's UK,9781471189395,https://m.media-amazon.com/images/I/51zEbesZqDL._SY200_.jpg,,,
Neverseen (Keeper Of The Lost Cities),4.8,"3,706",360,,,,368,English,5.12 x 1.6 x 7.8 inches,Simon & Schuster Children's UK,9781471189449,https://m.media-amazon.com/images/I/51XFTZ-d-pL._SY200_.jpg,,,
Everblaze (Keeper Of The Lost Cities),4.8,"3,447",360,,,,368,English,5.12 x 1.49 x 7.8 inches,Simon & Schuster Children's UK,9781471189418,https://m.media-amazon.com/images/I/51-LEq5yhAL._SY200_.jpg,,,
Keeper Of The Lost Cities Lodestar,4.8,"3,264",365,,,,,English,5.12 x 1.64 x 7.8 inches,SIMON & SCHUSTER,9781471189456,https://m.media-amazon.com/images/I/51xar9wZ7yL._SY200_.jpg,,,
Stellarlune,4.8,"2,398",446,,,,,English,5.12 x 1.71 x 7.8 inches,,9781471189531,https://m.media-amazon.com/images/I/51-30eRaPBL._SY200_.jpg,,,
Kingdom Of The Wicked: Tiktok Made Me Buy It! The Addictive And Darkly Romantic Fantasy,4.4,"13,149",510,,,,,English,5.04 x 1.18 x 7.72 inches,Hodder Paperbacks,9781529350487,https://m.media-amazon.com/images/I/511N2lrC4VL._SY200_.jpg,,,
Kingdom Of The Cursed,4.6,"10,104",550,,,,,English,5.04 x 1.42 x 7.72 inches,,9781529350494,https://m.media-amazon.com/images/I/51LioPJpyFS._SY200_.jpg,,,
Kingdom Of The Feared,4.3,"4,734",680,,,,,English,5.98 x 1.34 x 9.13 inches,,9781399703222,https://m.media-amazon.com/images/I/51B-3J8Z14L._SY200_.jpg,,,
Prodigy,4.7,"3,794",315,,,,,English,5.08 x 0.87 x 7.8 inches,Penguin Books Ltd,9780141339573,https://m.media-amazon.com/images/I/51Duk1Pur7L._SY200_.jpg,,,
Legend. By Marie Lu,4.5,"3,734",361,,,,368,English,7.8 x 0.71 x 5.08 inches,Puffin Books,9780141339603,https://m.media-amazon.com/images/I/516XDNMdSsL._SY200_.jpg,,,
Champion (Legend),4.7,"3,703",304,,,,368,English,5.08 x 0.87 x 7.8 inches,Penguin,9780141339627,https://m.media-amazon.com/images/I/51EZR25Kr2L._SY200_.jpg,,,
Rebel (Legend),4.8,"2,391",375,,,,,English,5.08 x 0.91 x 7.8 inches,Penguin,9780241436455,https://m.media-amazon.com/images/I/51bKvOq+r9L._SY200_.jpg,,,
Little Blue Truck'S Christmas,4.8,"15,819",,,Preschool and up,,24,English,,Clarion Books,9780544320413,https://m.media-amazon.com/images/I/619w6zrGM+L._SY300_.jpg,,,
Little Blue Truck'S Springtime,4.8,"14,314",,,Preschool and up,AD370L,16,English,,Clarion Books,9780544938090,https://m.media-amazon.com/images/I/61aJJG9EPeL._SY300_.jpg,,,
Little Blue Truck'S Halloween,4.9,"13,277",,,Preschool and up,300L,16,English,,Clarion Books,9780544772533,https://m.media-amazon.com/images/I/618NcbRHeCL._SY300_.jpg,,,
Little Blue Truck Leads The Way Big Book,4.8,"12,285",,,Preschool - 3,AD520L,40,English,18 x 0.17 x 14.38 inches,Clarion Books,9780547850603,https://m.media-amazon.com/images/I/513h4NblIkL._SY300_.jpg,,,
Little Blue Truck'S Valentine: A Valentine'S Day Book For Kids,4.9,"8,887",,,Preschool - 2,,20,English,,Clarion Books,9780358272441,https://m.media-amazon.com/images/I/51l34Xy8mwL._SY300_.jpg,,,
"Time For School, Little Blue Truck Big Book: A Back To School Book For Kids",4.9,"5,711",,,Preschool - 3,,32,English,13.9 x 0.2 x 17.2 inches,Clarion Books,9780358665991,https://m.media-amazon.com/images/I/51NeT50Jw9L._SY300_.jpg,,,
Little Blue Truck Makes A Friend: A Friendship Book For Kids,4.9,598,,,Preschool - 3,,40,English,,Clarion Books,9780358722823,https://m.media-amazon.com/images/I/51Ilmw8iT7L._SY300_.jpg,,,
"Good Night, Little Blue Truck",4.8,133,,,Preschool - 3,AD460L,32,English,,Clarion Books,9781328852137,https://m.media-amazon.com/images/I/51pIKllIcpL._SY300_.jpg,,,
Little Blue Truck Big Book,4.5,58,,,Preschool - 3,AD390L,32,English,18 x 0.12 x 14.38 inches,Clarion Books,9780547482484,https://m.media-amazon.com/images/I/51ruQAf9TML._SY300_.jpg,,,
The Fellowship Of The Ring,4.8,"13,029",347,,,,576,English,4.49 x 2.24 x 6.93 inches,HarperCollins,9780261102354,https://m.media-amazon.com/images/I/41lTssIGVsL._SY300_.jpg,,,
The Two Towers. Tv Tie-In,4.8,"8,211",159,,,,,English,5.08 x 0.83 x 7.8 inches,,9780008537739,https://m.media-amazon.com/images/I/41iTmpRkY+L._SY300_.jpg,,,
Return Of The King,4.9,"6,736",210,,,,,English,,Ted Smart,9780007637683,https://m.media-amazon.com/images/I/51nqxIT-2SL._SY300_.jpg,,,
"DinosauBefore Dark (Magic Tree House, No. 1)",4.8,"5,277",189,,01-Apr,510L,80,English,5.19 x 0.2 x 7.56 inches,Random House Books for Young Readers,9780679824114,https://m.media-amazon.com/images/I/51krB1BIyqL._SY200_.jpg,,,
"Mummies In The Morning (Magic Tree House, No. 3)",4.8,"2,421",163,,01-Apr,500L,80,English,5.19 x 0.21 x 7.69 inches,Random House Books for Young Readers,9780679824244,https://m.media-amazon.com/images/I/61Nb4TFfBSL._SY200_.jpg,,,
"Pirates Past Noon (Magic Tree House, No. 4)",4.8,"1,889",195,,01-Apr,490L,80,English,5.19 x 0.23 x 7.63 inches,Random House Books for Young Readers,9780679824251,https://m.media-amazon.com/images/I/61xLh4VctFL._SY200_.jpg,,,
"The Knight At Dawn (Magic Tree House, No. 2)",4.8,"1,870",163,,01-Apr,310L,67,English,5.19 x 0.21 x 7.63 inches,Random House Books for Young Readers,9780679824121,https://m.media-amazon.com/images/I/513W-3YgaZL._SY200_.jpg,,,
"Night Of The Ninjas (Magic Tree House, No. 5)",4.8,"1,821",220,,01-Apr,490L,80,English,5.25 x 0.21 x 7.63 inches,Random House Books for Young Readers,9780679863717,https://m.media-amazon.com/images/I/51hrfmeBuaL._SY200_.jpg,,,
Afternoon_On_The_Amazon_A01,4.8,"1,271",162,,,,,English,,,9780679863724,https://m.media-amazon.com/images/I/41XzoxfTDpL._SY200_.jpg,,,
"Tonight On The Titanic (Magic Tree House, No. 17)",4.8,"1,229",159,,01-Apr,550L,70,English,5.19 x 0.26 x 7.69 inches,Random House Books for Young Readers,9780679890638,https://m.media-amazon.com/images/I/51Wx8TJ2MbL._SY200_.jpg,,,
"Sunset Of The Sabertooth (Magic Tree House, No. 7)",4.8,"1,090",215,,01-Apr,350L,80,English,5.13 x 0.22 x 7.63 inches,Random House Books for Young Readers,9780679863731,https://m.media-amazon.com/images/I/51oOpkeX5dL._SY200_.jpg,,,
"Dolphins At Daybreak (Magic Tree House, No. 9)",4.8,969,199.94,,01-Apr,540L,67,English,5.19 x 0.18 x 7.63 inches,Random House Books for Young Readers,9780679883388,https://m.media-amazon.com/images/I/51+LU70C02L._SY200_.jpg,,,
Vacation Under The Volcano,4.8,929,163,,01-Apr,410L,96,English,5.2 x 0.24 x 7.6 inches,Random House Books for Young Readers,9780679890508,https://m.media-amazon.com/images/I/51ltLECtpSL._SY200_.jpg,,,
"Polar BeaPast Bedtime (Magic Tree House, No. 12)",4.8,781,250,,01-Apr,440L,96,English,5.2 x 0.24 x 7.6 inches,Random House Books for Young Readers,9780679883418,https://m.media-amazon.com/images/I/51fduV7nU1L._SY200_.jpg,,,
"Lions At Lunchtime (Magic Tree House, No. 11)",4.8,680,170,,01-Apr,550L,96,English,5.1 x 0.2 x 7.6 inches,Random House Books for Young Readers,9780679883401,https://m.media-amazon.com/images/I/51iizOvAMXL._SY200_.jpg,,,
Day Of The Dragon King (Magic Tree House (R)),4.8,635,240,,01-Apr,380L,68,English,5.19 x 0.23 x 7.63 inches,Random House Books for Young Readers,9780679890515,https://m.media-amazon.com/images/I/61ITrNjd3EL._SY200_.jpg,,,
"Viking Ships At Sunrise (Magic Tree House, No. 15)",4.8,635,170,,01-Apr,570L,96,English,5.19 x 0.32 x 7.69 inches,Random House Books for Young Readers,9780679890614,https://m.media-amazon.com/images/I/51T-INZsEcL._SY200_.jpg,,,
Hour Of The Olympics,4.8,632,170,,01-Apr,380L,96,English,5.1 x 0.2 x 7.6 inches,Random House Books for Young Readers,9780679890621,https://m.media-amazon.com/images/I/51736fyXB6L._SY200_.jpg,,,
"TigeAt Twilight (Magic Tree House, No. 19)",4.8,573,129,,01-Apr,510L,72,English,5.25 x 0.26 x 7.69 inches,Random House Books for Young Readers,9780679890652,https://m.media-amazon.com/images/I/51R5xGSmzlL._SY200_.jpg,,,
Buffalo Before Breakfast (Magic Tree House #18),4.8,562,214,,01-Apr,560L,87,English,5.1 x 0.2 x 7.6 inches,Random House Books for Young Readers,9780679890645,https://m.media-amazon.com/images/I/51rFuFzQ75L._SY200_.jpg,,,
"Dingoes At Dinnertime (Magic Tree House, No. 20)",4.9,522,200,,01-Apr,570L,96,English,5.19 x 0.24 x 7.63 inches,Random House Books for Young Readers,9780679890669,https://m.media-amazon.com/images/I/51x4zlmCnvL._SY200_.jpg,,,
Magnus Chase 1 & The Sword Of Summer,4.7,"8,165",259,,,630L,,English,5.08 x 1.3 x 7.76 inches,PENGUIN,9780141342443,https://m.media-amazon.com/images/I/516CxKQIRgL._SY200_.jpg,,,
Magnus Chase And The Ship Of The Dead (Book 3),4.8,"7,532",260,,,HL710L,,English,7.8 x 5.08 x 1.06 inches,PENGUIN,9780141342603,https://m.media-amazon.com/images/I/51lbFr8LhfL._SY200_.jpg,,,
Magnus Chase And The Hammer Of Thor (Book 2),4.7,"6,845",259,,,690L,,English,5.91 x 1.22 x 7.8 inches,PENGUIN,9780141342566,https://m.media-amazon.com/images/I/51e7HlcU7NL._SY200_.jpg,,,
Where'S Wally Now?,4.8,"5,452",,,,,32,English,10.24 x 0.12 x 12.6 inches,Walker Books Ltd,9781406305869,https://m.media-amazon.com/images/I/71z9+l5eYkL._AC_US218_..jpg,,,
Where'S Wally? Santa Spectacular,4.5,"4,593",,,,,,English,9.25 x 0.2 x 11.42 inches,Walker Books Ltd,9781406378634,https://m.media-amazon.com/images/I/A16SxhYbjqL._AC_US218_..jpg,,,
Where'S Wally?,4.8,"3,308",,,,,32,English,10 x 0.16 x 12.48 inches,Walker Books Ltd,9781406305890,https://m.media-amazon.com/images/I/A1+ztW0t01L._AC_US218_..jpg,,,
Where'S Waldo? The Totally Essential Travel Collection,4.8,"2,334",,,Kindergarten - 4,,172,English,6.31 x 0.7 x 7.63 inches,Candlewick,9780763695804,https://m.media-amazon.com/images/I/914scD6lt4L._AC_US218_..jpg,,,
Wheres Wally Essential Travel Collection,4.7,"1,682",,,,,,English,6.42 x 0.71 x 7.68 inches,WALKER BOOKS,9781406375718,https://m.media-amazon.com/images/I/91++fWtzwtL._AC_US218_..jpg,,,
Where'S Wally? In Hollywood,4.7,845,,,,,32,English,10 x 0.16 x 12.44 inches,Walker Books Ltd,9781406305883,https://m.media-amazon.com/images/I/61kSFdstGIL._AC_US218_..jpg,,,
Where'S Waldo? The Wow Collection: Six Amazing Books And A Puzzle,4.8,842,,,Kindergarten - 4,,,English,10.13 x 1.43 x 12.81 inches,Candlewick,9780763661793,https://m.media-amazon.com/images/I/A1fXZ586v1L._AC_US218_..jpg,,,
Where'S Waldo? The Search For The Lost Things,4.7,792,,,02-May,,104,English,9.13 x 0.38 x 11.38 inches,Candlewick,9780763658328,https://m.media-amazon.com/images/I/91u+1S1KQwL._AC_US218_..jpg,,,
Where'S Wally? In Hollywood,4.5,725,,,,,32,English,6.1 x 0.2 x 4.92 inches,Walker Books Ltd,9781406313222,https://m.media-amazon.com/images/I/91jjmy4A6YS._AC_US218_..jpg,,,
Where'S Wally? The Great Picture Hunt,4.7,626,,,,,,English,9.92 x 0.12 x 12.48 inches,Walker Books Ltd,9781406304022,https://m.media-amazon.com/images/I/6102-0QDh+L._AC_US218_..jpg,,,
Wheres Wally Incredible Paper Chase,4.5,555,,,,,24,English,10.04 x 0.2 x 12.4 inches,Walker Childrens Paperbacks,9781406323214,https://m.media-amazon.com/images/I/A1IUPJWWBKL._AC_US218_..jpg,,,
Where'S Wally? Double Trouble At The Museum: The Ultimate Spot-The-Difference Book!: Over 500 Differences To Spot!,4.7,454,,,,,,English,11.81 x 0.16 x 11.38 inches,Walker Books,9781529502527,https://m.media-amazon.com/images/I/A1Aiwe0o6FL._AC_US218_..jpg,,,
Where'S Wally? The Wonder Book,3.9,450,,,,,32,English,5.04 x 0.08 x 6.1 inches,Walker Books Ltd,9781406313239,https://m.media-amazon.com/images/I/91yUbBOyBpL._AC_US218_..jpg,,,
Where'S Wally?,4.1,311,,,,,32,English,5.94 x 0.16 x 4.92 inches,Walker Books Ltd,9781406313185,https://m.media-amazon.com/images/I/A11IT6GSj6L._AC_US218_..jpg,,,
Where'S Wally?,4.7,206,,,,,,English,10 x 0.16 x 12.4 inches,Walker Books Ltd,9781406375695,https://m.media-amazon.com/images/I/61vzSaw62jL._AC_US218_..jpg,,,
Where'S Waldo? The Treasure Hunt: Activity Book,4.6,198,,,02-May,,96,English,9.13 x 0.38 x 11.38 inches,Candlewick,9780763688110,https://m.media-amazon.com/images/I/A1BxmQsZI0L._AC_US218_..jpg,,,
