isbn,Series,Descrption
9781509866946,Campbell Axel Scheffler,"Little ones can join in the fun On the Farm by pulling out the sliders, jiggling the animals, and making all the different noises! Quack along with the ducks, moo with the cows, and neigh with the horses. Children will love playing with this bright and colorful board book with gentle rhyming text and beautifully illustrated by the award-winning Axel Scheffler."
9781509866953,Campbell Axel Scheffler,"Little ones can join in the fun In the Jungle by pulling out the sliders, pushing up the tabs and counting all the animals! How many lazy lions are yawning? How many zebras are skipping? Children will love playing with this bright and colourful board book with gentle rhyming text and beautifully illustrated by the award-winning Axel Scheffler. Also available: On the Farm"
9781529003703,Campbell Axel Scheffler,"Make your way around the farm and name all the different animals as you go in this bright and colourful buggy board book, beautifully illustrated by the award-winning Axel Scheffler, illustrator of The Gruffalo.With a handy cloth strap to attach to a highchair or buggy, you can take Axel Scheffler First Farm Buggy Book with you wherever you go!Discover more animals in Axel Scheffler First Jungle Buggy Book."
9781529003710,Campbell Axel Scheffler,"Make your way around the jungle and name all the different animals as you go in this bright and colourful buggy board book, beautifully illustrated by the award-winning Axel Scheffler, illustrator of The Gruffalo.With a handy cloth strap to attach to a highchair or buggy, you can take Axel Scheffler First Jungle Buggy Book with you wherever you go!Discover more animal adventures in Axel Scheffler First Farm Buggy Book."
9781529010701,Campbell Axel Scheffler,"A crowing cockerel, a mooing cow, and a quacking duck are just some of the animals making a racket down on Noisy Farm! With 10 sounds to press, lots to spot and count, and a rhyming story to share, children will love joining in with all the farmyard fun! Axel Scheffler The Noisy Farm Book is a gorgeous gift book children will return to time and time again, with fantastic illustrations by the award-winning Axel Scheffler."
9781529023329,Campbell Axel Scheffler,"Little ones can join in the fun with Freddy the Frog by pulling out the sliders, pushing up the tabs and making lots of noise down at the pond! Follow Freddy as he squelches in slime, races his friends, and croaks all the day long!Children will love playing with this bright and colorful board book with gentle rhyming text, from the award-winning illustrator of The Gruffalo, Axel Scheffler.Discover more animal adventures from Axel Scheffler: Pip the Puppy, On the Farm, and In the Jungle."
9781529023336,Campbell Axel Scheffler,"Little ones can join in the fun with mischievous Pip the Puppy by pulling out the sliders and pushing up the tabs. Follow Pip out and about as he chases the cat, frightens the postman, and woofs all afternoon at the park!Children will love playing with this bright and colorful board book with a gentle rhyming story, from the award-winning illustrator of The Gruffalo Axel Scheffler.Discover more animal adventures from Axel Scheffler: Freddy the Frog, On the Farm, and In the Jungle"
9781529025439,Campbell Axel Scheffler,"A munching giraffe, a roaring lion and a snuffling aardvark are just some of the animals making a racket down in the Noisy Jungle! With ten sounds to press, lots to spot and count and a rhyming story to share, children will love joining in with all the jungle fun!Axel Scheffler The Noisy Jungle Book is a gorgeous gift book children will return to time and time again, with fantastic artwork from Axel Scheffler, illustrator of The Gruffalo.Discover more animal adventures from Axel Scheffler: Axel Scheffler's The Noisy Farm Book, Axel Scheffler Freddy the Frog and Axel Scheffler Pip the Puppy."
9781529053043,Campbell Axel Scheffler,"Little ones can join in the fun with Lizzy the Lamb by pulling out the sliders, pushing up the tabs and making lots of noise down in the fields! Follow Lizzy as she leaps, bounces and baas all the day long!Children will love playing with this bright and colorful board book with gentle rhyming text, from the award-winning illustrator of The Gruffalo, Axel Scheffler.Discover more animal adventures from Axel Scheffler: Freddy the Frog, Pip the Puppy, On the Farm and In the Jungle"
9781529053050,Campbell Axel Scheffler,"Little ones can join in the fun with Katie the Kitten by pulling out the sliders, pushing up the tabs, and making lots of noise throughout the house! Follow Katie as she pounces, snoozes, and meows all the night long!Children will love playing with this bright and colorful board book with gentle rhyming text, from the award-winning illustrator of The Gruffalo, Axel Scheffler.Discover more animal adventures from Axel Scheffler: Lizzy the Lamb, Freddy the Frog, Pip the Puppy, On the Farm, and In the Jungle"
9781529056938,Campbell Axel Scheffler,"Axel Scheffler's On the Farm Sticker Activity Book is a perfect first sticker book for fans of noisy farm animals! Children will have fun completing matching games, mazes, colouring-in and much more. With over 400 stickers, they will love decorating the pages with lots of fun characters! With illustrations from Axel Scheffler, bestselling illustrator of The Gruffalo, this sticker book is filled with lots of things to do and spot, keeping little ones occupied for hours."
9781529056945,Campbell Axel Scheffler,"Axel Scheffler's My First Search and Find: On the Farm is jam-packed with farm animals, f rom baaing sheep to mooing cows, neighing horses to crowing cockerels! Preschoolers can explore the big scenes, find the animals and objects, and read the name labels in the panels. With a friendly mole to spot in each scene, there is plenty for parents and children to talk about and return to again.There are seven different scenes, illustrated by Axel Scheffler, bestselling illustrator of The Gruffalo, and sturdy tabs for young children to find their favourite pages.Discover more animal adventures from Axel Scheffler: Pip the Puppy, Lizzy the Lamb and The Noisy Farm Book ."
9780439049962,Captain Underpants,"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man!George and Harold have played a trick or two on nearly everyone at Jerome Horwitz Elementary. When their latest prank causes the school's cranky cafeteria ladies to quit, Mr. Krupp hires a trio of unusual replacements -- who happen to look an awful lot like aliens! Will that curtain-caped crusader, Captain Underpants, save the day once more? Or will those outer-space cafeteria ladies have him for lunch?"
9780439049986,Captain Underpants,"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man!George and Harold are fourth-grade buddies with a penchant for practical jokes. When the boys' latest prank drives their science teacher over the edge, their clueless principal, Mr. Krupp, quickly hires a replacement: Professor Pippy P. Poopypants. Of course, George and Harold can't resist making fun of the Professor's silly name. But then the Professor retaliates by forcing everyone in town to change their own names to be equally silly, with colossal consequences!"
9780439050005,Captain Underpants,"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man!George and Harold are always good at using their imaginations, and that drives their mean homeroom teacher, Ms. Ribble, crazy! But this time, they've come up with much more than a silly prank -- they've accidentally created a MONSTER! With her horrendous hairdo and two rabid robots, Wedgie Woman is well on her way to world domination, and only the Waistband Warrior can stop her!"
9780439376143,Captain Underpants,"The eighth book in Dav Pilkey's mega-bestselling Captain Underpants series. Now with super-cool foil covers! Shiny! Fun!When we last saw George and Harold, they were about to take their pet pterodactyl Crackers back to the Cretaceous period. But things didn't work out quite as they had hoped. They've entered an absurd alternate reality where teachers are nice, kids are allowed to read banned books, and the cafeteria food doesn't smell like dirty diapers. Even worse, they've discovered alternate versions of themselves--Evil George and Evil Harold--who plan to unleash some preposterous plans on Piqua, Ohio. Now it's up to George and Harold to defeat the evil twins and THEIR superhero, Captain Blunderpants!"
9780439977364,Captain Underpants,"George and Harold are back - in another truly icky adventure. When class boffin Melvin Sneedly goes too far with his latest amazing invention, the Bionic Booger Boy comes to sticky, snotty, really bad-tempered life..."
9780439977722,Captain Underpants,"Just when George and Harold thought they were safe - here come the robo-boogers! Disgusting and dangerous crosses between hi-tech wizardry and, well ...snot, they're out to take over the world. Have your hankies ready!"
9780590634274,Captain Underpants,"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man!George and Harold are usually responsible kids -- whenever anything bad happens, George and Harold are usually responsible! This time, their latest prank backfires, and they accidentally invent an army of terrifying talking toilets. Luckily, they know a superhero with enough snap in his waistband to save the day! This looks like another job for the amazing Captain Underpants!"
9780590846288,Captain Underpants,"Laugh out loud with Captain Underpants, the #1 New York Times bestselling series from Dav Pilkey, the creator of Dog Man!Fourth graders George Beard and Harold Hutchins are a couple of class clowns. The only thing they enjoy more than playing practical jokes is creating their own comic books. And together they've created the greatest superhero in the history of their elementary school: Captain Underpants! His true identity is SO secret, even HE doesn't know who he is!"
