ISBN13,Header,Content
9781471122149,About Claire Freedman,"Claire Freedman is the highly successful author of several picture books including Aliens Love Underpants and A Squabble and a Squawk for Simon and Schuster. She lives in Essex. Ben Cort has had his picture books published in many languages in many countries worldwide, including the hugely successful Aliens Love Underpants. Ben lives in Bedfordshire with his wife and children. show more"
9781405051286,About Julia Donaldson,"Julia Donaldson's many books for Macmillan include the modern classic THE GRUFFALO (0 333 71093 2) and the best-selling MONKEY PUZZLE (0 333 72001 6). Julia is also much in demand for her brilliant events for children at schools, libraries and literary festivals. Axel Scheffler has had books published in over a dozen countries. His books for Macmillan have included THE BEDTIME BEAR, the Smarties gold award-winning THE GRUFFALO (0 333 71093 2) and MONKEY PUZZLE (0 333 72001 6). Born in Hamburg, he now lives in London. show more"
9781409304876,Review Text,A sweet book - and it's always good to see the girls save the day. Mother & Baby Book Club Reviewer 20100301 show more
9781409304876,Review quote,A sweet book - and it's always good to see the girls save the day. * Mother & Baby Book Club Reviewer * Any Peppa Pig fans will be fascinated and thrilled by this story. * Mother & Baby Book Club Reviewer * Any Peppa Pig fans will be fascinated and thrilled by this story. * Mother & Baby Book Club Reviewer * show more
9781409304876,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780241244999,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780241411827,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9781409304616,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9781409309062,About Collectif,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780241210963,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780723271710,About Peppa Pig,"Peppa Pig (Author) Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780718197193,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9780723271307,About Peppa Pig,"Peppa Pig is a BAFTA award-winning preschool animation shown daily on channel Five's Milkshake and Nick Jnr. Join Peppa and her family on their funny, action-packed, everyday adventures in this collection of activity, story and novelty books. show more"
9781409302193,About Andrea Pinnington,"Andrea Pinnington (Author) Andrea Pinnington has written and edited all kinds of books for children and is the creative whizz behind a stack of children's craft and activity books. She lives in Guildford, Surrey. Ladybird (Author) We make growing up the best story ever! Here at Ladybird, we publish playful books for little hands. From touch-and-feel books to bedtime stories and non-fiction, we help 0-7s to learn, play and grow - sparking plenty of smiles along the way. The home of Ten Minutes to Bed, Baby Touch, Peppa Pig and Hey Duggee, we know just how to capture curious little imaginations and guide them from one story to the next. show more"
9781409302209,About Andrea Pinnington,"Andrea Pinnington (Author) Andrea Pinnington has written and edited all kinds of books for children and is the creative whizz behind a stack of children's craft and activity books. She lives in Guildford, Surrey. Ladybird (Author) We make growing up the best story ever! Here at Ladybird, we publish playful books for little hands. From touch-and-feel books to bedtime stories and non-fiction, we help 0-7s to learn, play and grow - sparking plenty of smiles along the way. The home of Ten Minutes to Bed, Baby Touch, Peppa Pig and Hey Duggee, we know just how to capture curious little imaginations and guide them from one story to the next. show more"
